date,value,Variable
2009-07-10,1888.909,Banque Centrale Européenne
2009-07-17,1875.712,Banque Centrale Européenne
2009-07-24,1867.848,Banque Centrale Européenne
2009-07-31,1854.093,Banque Centrale Européenne
2009-08-07,1835.895,Banque Centrale Européenne
2009-08-14,1801.757,Banque Centrale Européenne
2009-08-21,1798.364,Banque Centrale Européenne
2009-08-28,1821.371,Banque Centrale Européenne
2009-09-04,1819.488,Banque Centrale Européenne
2009-09-11,1802.473,Banque Centrale Européenne
2009-09-18,1792.972,Banque Centrale Européenne
2009-09-25,1790.242,Banque Centrale Européenne
2009-10-02,1844.567,Banque Centrale Européenne
2009-10-09,1802.742,Banque Centrale Européenne
2009-10-16,1801.388,Banque Centrale Européenne
2009-10-23,1786.122,Banque Centrale Européenne
2009-10-30,1779,Banque Centrale Européenne
2009-11-06,1773.685,Banque Centrale Européenne
2009-11-13,1759.605,Banque Centrale Européenne
2009-11-20,1761.476,Banque Centrale Européenne
2009-11-27,1759.186,Banque Centrale Européenne
2009-12-04,1759.429,Banque Centrale Européenne
2009-12-11,1744.542,Banque Centrale Européenne
2009-12-18,1842.352,Banque Centrale Européenne
2009-12-25,1852.463,Banque Centrale Européenne
2010-01-01,1904.935,Banque Centrale Européenne
2010-01-08,1879.59,Banque Centrale Européenne
2010-01-15,1870.606,Banque Centrale Européenne
2010-01-22,1870.342,Banque Centrale Européenne
2010-01-29,1877.655,Banque Centrale Européenne
2010-02-05,1874.5,Banque Centrale Européenne
2010-02-12,1874.687,Banque Centrale Européenne
2010-02-19,1880.871,Banque Centrale Européenne
2010-02-26,1889.017,Banque Centrale Européenne
2010-03-05,1890.311,Banque Centrale Européenne
2010-03-12,1886.697,Banque Centrale Européenne
2010-03-19,1889.712,Banque Centrale Européenne
2010-03-26,1894.898,Banque Centrale Européenne
2010-04-02,1942.548,Banque Centrale Européenne
2010-04-09,1936.654,Banque Centrale Européenne
2010-04-16,1939.989,Banque Centrale Européenne
2010-04-23,1943.26,Banque Centrale Européenne
2010-04-30,1956.819,Banque Centrale Européenne
2010-05-07,1983.241,Banque Centrale Européenne
2010-05-14,2062.943,Banque Centrale Européenne
2010-05-21,2069.968,Banque Centrale Européenne
2010-05-28,2088.45,Banque Centrale Européenne
2010-06-04,2098.508,Banque Centrale Européenne
2010-06-11,2107.126,Banque Centrale Européenne
2010-06-18,2124.74,Banque Centrale Européenne
2010-06-25,2154.245,Banque Centrale Européenne
2010-07-02,2049.811,Banque Centrale Européenne
2010-07-09,2004.747,Banque Centrale Européenne
2010-07-16,1986.989,Banque Centrale Européenne
2010-07-23,1993.612,Banque Centrale Européenne
2010-07-30,2001.66,Banque Centrale Européenne
2010-08-06,1964.906,Banque Centrale Européenne
2010-08-13,1953.086,Banque Centrale Européenne
2010-08-20,1956.064,Banque Centrale Européenne
2010-08-27,1957.926,Banque Centrale Européenne
2010-09-03,1963.223,Banque Centrale Européenne
2010-09-10,1973.255,Banque Centrale Européenne
2010-09-17,1970.482,Banque Centrale Européenne
2010-09-24,1971.356,Banque Centrale Européenne
2010-10-01,1865.885,Banque Centrale Européenne
2010-10-08,1867.952,Banque Centrale Européenne
2010-10-15,1876.946,Banque Centrale Européenne
2010-10-22,1877.963,Banque Centrale Européenne
2010-10-29,1895.679,Banque Centrale Européenne
2010-11-05,1886.353,Banque Centrale Européenne
2010-11-12,1878.979,Banque Centrale Européenne
2010-11-19,1888.388,Banque Centrale Européenne
2010-11-26,1915.961,Banque Centrale Européenne
2010-12-03,1924.13,Banque Centrale Européenne
2010-12-10,1951.661,Banque Centrale Européenne
2010-12-17,1945.232,Banque Centrale Européenne
2010-12-24,1926.154,Banque Centrale Européenne
2010-12-31,2004.432,Banque Centrale Européenne
2011-01-07,1965.895,Banque Centrale Européenne
2011-01-14,1957.146,Banque Centrale Européenne
2011-01-21,1961.122,Banque Centrale Européenne
2011-01-28,1965.568,Banque Centrale Européenne
2011-02-04,2015.599,Banque Centrale Européenne
2011-02-11,1956.143,Banque Centrale Européenne
2011-02-18,1958.491,Banque Centrale Européenne
2011-02-25,1952.278,Banque Centrale Européenne
2011-03-04,1939.219,Banque Centrale Européenne
2011-03-11,1953.018,Banque Centrale Européenne
2011-03-18,1940.378,Banque Centrale Européenne
2011-03-25,1928.055,Banque Centrale Européenne
2011-04-01,1888.496,Banque Centrale Européenne
2011-04-08,1873.111,Banque Centrale Européenne
2011-04-15,1885.017,Banque Centrale Européenne
2011-04-22,1887.882,Banque Centrale Européenne
2011-04-29,1894.101,Banque Centrale Européenne
2011-05-06,1901.85,Banque Centrale Européenne
2011-05-13,1898.665,Banque Centrale Européenne
2011-05-20,1895.87,Banque Centrale Européenne
2011-05-27,1900.61,Banque Centrale Européenne
2011-06-03,1898.989,Banque Centrale Européenne
2011-06-10,1892.579,Banque Centrale Européenne
2011-06-17,1914.538,Banque Centrale Européenne
2011-06-24,1972.174,Banque Centrale Européenne
2011-07-01,1944.583,Banque Centrale Européenne
2011-07-08,1919.501,Banque Centrale Européenne
2011-07-15,1957.194,Banque Centrale Européenne
2011-07-22,2006.061,Banque Centrale Européenne
2011-07-29,2000.471,Banque Centrale Européenne
2011-08-05,2004.29,Banque Centrale Européenne
2011-08-12,2073.026,Banque Centrale Européenne
2011-08-19,2076.647,Banque Centrale Européenne
2011-08-26,2071.633,Banque Centrale Européenne
2011-09-02,2073.122,Banque Centrale Européenne
2011-09-09,2086.364,Banque Centrale Européenne
2011-09-16,2134.721,Banque Centrale Européenne
2011-09-23,2180.075,Banque Centrale Européenne
2011-09-30,2288.571,Banque Centrale Européenne
2011-10-07,2295.727,Banque Centrale Européenne
2011-10-14,2310.857,Banque Centrale Européenne
2011-10-21,2313.175,Banque Centrale Européenne
2011-10-28,2333.373,Banque Centrale Européenne
2011-11-04,2328.553,Banque Centrale Européenne
2011-11-11,2343.547,Banque Centrale Européenne
2011-11-18,2393.35,Banque Centrale Européenne
2011-11-25,2419.548,Banque Centrale Européenne
2011-12-02,2435.688,Banque Centrale Européenne
2011-12-09,2460.813,Banque Centrale Européenne
2011-12-16,2493.806,Banque Centrale Européenne
2011-12-23,2733.235,Banque Centrale Européenne
2011-12-30,2735.628,Banque Centrale Européenne
2012-01-06,2687.871,Banque Centrale Européenne
2012-01-13,2676.987,Banque Centrale Européenne
2012-01-20,2706.197,Banque Centrale Européenne
2012-01-27,2682.576,Banque Centrale Européenne
2012-02-03,2662.126,Banque Centrale Européenne
2012-02-10,2655.784,Banque Centrale Européenne
2012-02-17,2663.261,Banque Centrale Européenne
2012-02-24,2692.598,Banque Centrale Européenne
2012-03-02,3023.159,Banque Centrale Européenne
2012-03-09,3005.782,Banque Centrale Européenne
2012-03-16,2986.294,Banque Centrale Européenne
2012-03-23,2982.849,Banque Centrale Européenne
2012-03-30,2964.427,Banque Centrale Européenne
2012-04-06,2965.333,Banque Centrale Européenne
2012-04-13,2974.859,Banque Centrale Européenne
2012-04-20,2967.109,Banque Centrale Européenne
2012-04-27,2962.103,Banque Centrale Européenne
2012-05-04,2960.317,Banque Centrale Européenne
2012-05-11,2971.515,Banque Centrale Européenne
2012-05-18,2975.261,Banque Centrale Européenne
2012-05-25,2980.31,Banque Centrale Européenne
2012-06-01,3002.593,Banque Centrale Européenne
2012-06-08,3009.684,Banque Centrale Européenne
2012-06-15,3027.305,Banque Centrale Européenne
2012-06-22,3057.892,Banque Centrale Européenne
2012-06-29,3102.227,Banque Centrale Européenne
2012-07-06,3085.006,Banque Centrale Européenne
2012-07-13,3099.646,Banque Centrale Européenne
2012-07-20,3079.749,Banque Centrale Européenne
2012-07-27,3094.144,Banque Centrale Européenne
2012-08-03,3085.214,Banque Centrale Européenne
2012-08-10,3086.822,Banque Centrale Européenne
2012-08-17,3085.845,Banque Centrale Européenne
2012-08-24,3080.452,Banque Centrale Européenne
2012-08-31,3084.769,Banque Centrale Européenne
2012-09-07,3073.494,Banque Centrale Européenne
2012-09-14,3061.012,Banque Centrale Européenne
2012-09-21,3049.539,Banque Centrale Européenne
2012-09-28,3082.432,Banque Centrale Européenne
2012-10-05,3062.589,Banque Centrale Européenne
2012-10-12,3053.641,Banque Centrale Européenne
2012-10-19,3046.569,Banque Centrale Européenne
2012-10-26,3046.543,Banque Centrale Européenne
2012-11-02,3040.693,Banque Centrale Européenne
2012-11-09,3038.871,Banque Centrale Européenne
2012-11-16,3041.305,Banque Centrale Européenne
2012-11-23,3035.28,Banque Centrale Européenne
2012-11-30,3033.294,Banque Centrale Européenne
2012-12-07,3030.422,Banque Centrale Européenne
2012-12-14,3024.812,Banque Centrale Européenne
2012-12-21,3011.2,Banque Centrale Européenne
2012-12-28,3018.198,Banque Centrale Européenne
2013-01-04,2956.165,Banque Centrale Européenne
2013-01-11,2952.532,Banque Centrale Européenne
2013-01-18,2942.211,Banque Centrale Européenne
2013-01-25,2928.781,Banque Centrale Européenne
2013-02-01,2769.695,Banque Centrale Européenne
2013-02-08,2767.571,Banque Centrale Européenne
2013-02-15,2755.725,Banque Centrale Européenne
2013-02-22,2748.823,Banque Centrale Européenne
2013-03-01,2680.619,Banque Centrale Européenne
2013-03-08,2665.947,Banque Centrale Européenne
2013-03-15,2647.844,Banque Centrale Européenne
2013-03-22,2642.7,Banque Centrale Européenne
2013-03-29,2648.126,Banque Centrale Européenne
2013-04-05,2647.097,Banque Centrale Européenne
2013-04-12,2634.454,Banque Centrale Européenne
2013-04-19,2617.263,Banque Centrale Européenne
2013-04-26,2611.252,Banque Centrale Européenne
2013-05-03,2608.12,Banque Centrale Européenne
2013-05-10,2606.277,Banque Centrale Européenne
2013-05-17,2577.406,Banque Centrale Européenne
2013-05-24,2560.202,Banque Centrale Européenne
2013-05-31,2549.449,Banque Centrale Européenne
2013-06-07,2546.6,Banque Centrale Européenne
2013-06-14,2550.684,Banque Centrale Européenne
2013-06-21,2545.321,Banque Centrale Européenne
2013-06-28,2430.423,Banque Centrale Européenne
2013-07-05,2420.347,Banque Centrale Européenne
2013-07-12,2403.333,Banque Centrale Européenne
2013-07-19,2398.959,Banque Centrale Européenne
2013-07-26,2396.181,Banque Centrale Européenne
2013-08-02,2391.09,Banque Centrale Européenne
2013-08-09,2379.322,Banque Centrale Européenne
2013-08-16,2368.521,Banque Centrale Européenne
2013-08-23,2360.832,Banque Centrale Européenne
2013-08-30,2360.639,Banque Centrale Européenne
2013-09-06,2356.675,Banque Centrale Européenne
2013-09-13,2350.127,Banque Centrale Européenne
2013-09-20,2346.591,Banque Centrale Européenne
2013-09-27,2338.044,Banque Centrale Européenne
2013-10-04,2350.58,Banque Centrale Européenne
2013-10-11,2340.421,Banque Centrale Européenne
2013-10-18,2327.962,Banque Centrale Européenne
2013-10-25,2318.744,Banque Centrale Européenne
2013-11-01,2314.393,Banque Centrale Européenne
2013-11-08,2305.431,Banque Centrale Européenne
2013-11-15,2299.017,Banque Centrale Européenne
2013-11-22,2293.601,Banque Centrale Européenne
2013-11-29,2290.956,Banque Centrale Européenne
2013-12-06,2280.794,Banque Centrale Européenne
2013-12-13,2283.02,Banque Centrale Européenne
2013-12-20,2287.531,Banque Centrale Européenne
2013-12-27,2285.399,Banque Centrale Européenne
2014-01-03,2278.56,Banque Centrale Européenne
2014-01-10,2220.507,Banque Centrale Européenne
2014-01-17,2197.86,Banque Centrale Européenne
2014-01-24,2221.296,Banque Centrale Européenne
2014-01-31,2217.061,Banque Centrale Européenne
2014-02-07,2190.338,Banque Centrale Européenne
2014-02-14,2190.099,Banque Centrale Européenne
2014-02-21,2184.848,Banque Centrale Européenne
2014-02-28,2181.079,Banque Centrale Européenne
2014-03-07,2172.324,Banque Centrale Européenne
2014-03-14,2167.771,Banque Centrale Européenne
2014-03-21,2166.08,Banque Centrale Européenne
2014-03-28,2152.103,Banque Centrale Européenne
2014-04-04,2160.987,Banque Centrale Européenne
2014-04-11,2169.081,Banque Centrale Européenne
2014-04-18,2167.801,Banque Centrale Européenne
2014-04-25,2169.061,Banque Centrale Européenne
2014-05-02,2217.128,Banque Centrale Européenne
2014-05-09,2167.718,Banque Centrale Européenne
2014-05-16,2185.009,Banque Centrale Européenne
2014-05-23,2163.727,Banque Centrale Européenne
2014-05-30,2197.095,Banque Centrale Européenne
2014-06-06,2172.316,Banque Centrale Européenne
2014-06-13,2124.281,Banque Centrale Européenne
2014-06-20,2079.975,Banque Centrale Européenne
2014-06-27,2088.099,Banque Centrale Européenne
2014-07-04,2070.293,Banque Centrale Européenne
2014-07-11,2057.083,Banque Centrale Européenne
2014-07-18,2062.474,Banque Centrale Européenne
2014-07-25,2044.312,Banque Centrale Européenne
2014-08-01,2059.683,Banque Centrale Européenne
2014-08-08,2025.258,Banque Centrale Européenne
2014-08-15,2023.176,Banque Centrale Européenne
2014-08-22,2013.019,Banque Centrale Européenne
2014-08-29,2038.716,Banque Centrale Européenne
2014-09-05,2012.13,Banque Centrale Européenne
2014-09-12,2003.802,Banque Centrale Européenne
2014-09-19,1988.153,Banque Centrale Européenne
2014-09-26,2038.235,Banque Centrale Européenne
2014-10-03,2053.668,Banque Centrale Européenne
2014-10-10,2042.685,Banque Centrale Européenne
2014-10-17,2029.725,Banque Centrale Européenne
2014-10-24,2032.783,Banque Centrale Européenne
2014-10-31,2052.07,Banque Centrale Européenne
2014-11-07,2029.737,Banque Centrale Européenne
2014-11-14,2028.156,Banque Centrale Européenne
2014-11-21,2033.165,Banque Centrale Européenne
2014-11-28,2053.892,Banque Centrale Européenne
2014-12-05,2038.091,Banque Centrale Européenne
2014-12-12,2034.746,Banque Centrale Européenne
2014-12-19,2134.802,Banque Centrale Européenne
2014-12-26,2150.247,Banque Centrale Européenne
2015-01-02,2215.995,Banque Centrale Européenne
2015-01-09,2168.821,Banque Centrale Européenne
2015-01-16,2158.222,Banque Centrale Européenne
2015-01-23,2159.796,Banque Centrale Européenne
2015-01-30,2181.954,Banque Centrale Européenne
2015-02-06,2150.212,Banque Centrale Européenne
2015-02-13,2153.125,Banque Centrale Européenne
2015-02-20,2167.794,Banque Centrale Européenne
2015-02-27,2155.836,Banque Centrale Européenne
2015-03-06,2134.819,Banque Centrale Européenne
2015-03-13,2142.116,Banque Centrale Européenne
2015-03-20,2157.841,Banque Centrale Européenne
2015-03-27,2250.801,Banque Centrale Européenne
2015-04-03,2334.126,Banque Centrale Européenne
2015-04-10,2348.963,Banque Centrale Européenne
2015-04-17,2344.062,Banque Centrale Européenne
2015-04-24,2360.79,Banque Centrale Européenne
2015-05-01,2372.553,Banque Centrale Européenne
2015-05-08,2377.854,Banque Centrale Européenne
2015-05-15,2388.627,Banque Centrale Européenne
2015-05-22,2402.553,Banque Centrale Européenne
2015-05-29,2416.666,Banque Centrale Européenne
2015-06-05,2428.326,Banque Centrale Européenne
2015-06-12,2442.098,Banque Centrale Européenne
2015-06-19,2451.947,Banque Centrale Européenne
2015-06-26,2539.544,Banque Centrale Européenne
2015-07-03,2497.003,Banque Centrale Européenne
2015-07-10,2508.195,Banque Centrale Européenne
2015-07-17,2518.972,Banque Centrale Européenne
2015-07-24,2525.159,Banque Centrale Européenne
2015-07-31,2536.592,Banque Centrale Européenne
2015-08-07,2536.634,Banque Centrale Européenne
2015-08-14,2541.947,Banque Centrale Européenne
2015-08-21,2549.254,Banque Centrale Européenne
2015-08-28,2558.78,Banque Centrale Européenne
2015-09-04,2568.311,Banque Centrale Européenne
2015-09-11,2587.28,Banque Centrale Européenne
2015-09-18,2602.314,Banque Centrale Européenne
2015-09-25,2620.631,Banque Centrale Européenne
2015-10-02,2626.835,Banque Centrale Européenne
2015-10-09,2632.3,Banque Centrale Européenne
2015-10-16,2640.557,Banque Centrale Européenne
2015-10-23,2653.233,Banque Centrale Européenne
2015-10-30,2664.996,Banque Centrale Européenne
2015-11-06,2668.903,Banque Centrale Européenne
2015-11-13,2682.374,Banque Centrale Européenne
2015-11-20,2692.443,Banque Centrale Européenne
2015-11-27,2706.74,Banque Centrale Européenne
2015-12-04,2718.65,Banque Centrale Européenne
2015-12-11,2731.936,Banque Centrale Européenne
2015-12-18,2759.255,Banque Centrale Européenne
2015-12-25,2767.815,Banque Centrale Européenne
2016-01-01,2781.145,Banque Centrale Européenne
2016-01-08,2766.889,Banque Centrale Européenne
2016-01-15,2778.265,Banque Centrale Européenne
2016-01-22,2794.527,Banque Centrale Européenne
2016-01-29,2808.331,Banque Centrale Européenne
2016-02-05,2811.913,Banque Centrale Européenne
2016-02-12,2827.603,Banque Centrale Européenne
2016-02-19,2837.575,Banque Centrale Européenne
2016-02-26,2850.299,Banque Centrale Européenne
2016-03-04,2859.841,Banque Centrale Européenne
2016-03-11,2872.321,Banque Centrale Européenne
2016-03-18,2886.198,Banque Centrale Européenne
2016-03-25,2897.696,Banque Centrale Européenne
2016-04-01,2941.761,Banque Centrale Européenne
2016-04-08,2953.136,Banque Centrale Européenne
2016-04-15,2966.107,Banque Centrale Européenne
2016-04-22,2983.183,Banque Centrale Européenne
2016-04-29,3000.759,Banque Centrale Européenne
2016-05-06,3017.789,Banque Centrale Européenne
2016-05-13,3032.84,Banque Centrale Européenne
2016-05-20,3054.101,Banque Centrale Européenne
2016-05-27,3067.481,Banque Centrale Européenne
2016-06-03,3078.612,Banque Centrale Européenne
2016-06-10,3093.866,Banque Centrale Européenne
2016-06-17,3109.588,Banque Centrale Européenne
2016-06-24,3131.095,Banque Centrale Européenne
2016-07-01,3232.618,Banque Centrale Européenne
2016-07-08,3237.92,Banque Centrale Européenne
2016-07-15,3249.177,Banque Centrale Européenne
2016-07-22,3265.838,Banque Centrale Européenne
2016-07-29,3284.309,Banque Centrale Européenne
2016-08-05,3286.139,Banque Centrale Européenne
2016-08-12,3296.568,Banque Centrale Européenne
2016-08-19,3313.323,Banque Centrale Européenne
2016-08-26,3330.487,Banque Centrale Européenne
2016-09-02,3341.775,Banque Centrale Européenne
2016-09-09,3358.742,Banque Centrale Européenne
2016-09-16,3372.373,Banque Centrale Européenne
2016-09-23,3391.402,Banque Centrale Européenne
2016-09-30,3438.145,Banque Centrale Européenne
2016-10-07,3451.426,Banque Centrale Européenne
2016-10-14,3469.281,Banque Centrale Européenne
2016-10-21,3494.929,Banque Centrale Européenne
2016-10-28,3507.401,Banque Centrale Européenne
2016-11-04,3518.455,Banque Centrale Européenne
2016-11-11,3534.266,Banque Centrale Européenne
2016-11-18,3553.353,Banque Centrale Européenne
2016-11-25,3566.23,Banque Centrale Européenne
2016-12-02,3587.38,Banque Centrale Européenne
2016-12-09,3609.773,Banque Centrale Européenne
2016-12-16,3630.732,Banque Centrale Européenne
2016-12-23,3685.708,Banque Centrale Européenne
2016-12-30,3662.901,Banque Centrale Européenne
2017-01-06,3672.638,Banque Centrale Européenne
2017-01-13,3697.302,Banque Centrale Européenne
2017-01-20,3719.624,Banque Centrale Européenne
2017-01-27,3740.766,Banque Centrale Européenne
2017-02-03,3749.499,Banque Centrale Européenne
2017-02-10,3770.942,Banque Centrale Européenne
2017-02-17,3787.893,Banque Centrale Européenne
2017-02-24,3808.242,Banque Centrale Européenne
2017-03-03,3820.341,Banque Centrale Européenne
2017-03-10,3839.855,Banque Centrale Européenne
2017-03-17,3856.913,Banque Centrale Européenne
2017-03-24,3877.037,Banque Centrale Européenne
2017-03-31,4100.73,Banque Centrale Européenne
2017-04-07,4116.353,Banque Centrale Européenne
2017-04-14,4129.996,Banque Centrale Européenne
2017-04-21,4139.398,Banque Centrale Européenne
2017-04-28,4148.032,Banque Centrale Européenne
2017-05-05,4156.826,Banque Centrale Européenne
2017-05-12,4170.588,Banque Centrale Européenne
2017-05-19,4185.693,Banque Centrale Européenne
2017-05-26,4195.685,Banque Centrale Européenne
2017-06-02,4204.543,Banque Centrale Européenne
2017-06-09,4218.129,Banque Centrale Européenne
2017-06-16,4232.941,Banque Centrale Européenne
2017-06-23,4246.15,Banque Centrale Européenne
2017-06-30,4209.51,Banque Centrale Européenne
2017-07-07,4214.696,Banque Centrale Européenne
2017-07-14,4229.286,Banque Centrale Européenne
2017-07-21,4235.758,Banque Centrale Européenne
