date,value,Variable
2017-07-28,4248.28,Banque Centrale Européenne
2017-08-04,4246.485,Banque Centrale Européenne
2017-08-11,4255.955,Banque Centrale Européenne
2017-08-18,4265.713,Banque Centrale Européenne
2017-08-25,4278.881,Banque Centrale Européenne
2017-09-01,4283.727,Banque Centrale Européenne
2017-09-08,4299.776,Banque Centrale Européenne
2017-09-15,4308.875,Banque Centrale Européenne
2017-09-22,4328.211,Banque Centrale Européenne
2017-09-29,4318.624,Banque Centrale Européenne
2017-10-06,4337.684,Banque Centrale Européenne
2017-10-13,4371.623,Banque Centrale Européenne
2017-10-20,4363.408,Banque Centrale Européenne
2017-10-27,4371.222,Banque Centrale Européenne
2017-11-03,4373.2,Banque Centrale Européenne
2017-11-10,4387.732,Banque Centrale Européenne
2017-11-17,4411.864,Banque Centrale Européenne
2017-11-24,4427.474,Banque Centrale Européenne
2017-12-01,4440.791,Banque Centrale Européenne
2017-12-08,4456.579,Banque Centrale Européenne
2017-12-15,4471.856,Banque Centrale Européenne
2017-12-22,4487.284,Banque Centrale Européenne
2017-12-29,4471.563,Banque Centrale Européenne
2018-01-05,4466.001,Banque Centrale Européenne
2018-01-12,4472.739,Banque Centrale Européenne
2018-01-19,4484.003,Banque Centrale Européenne
2018-01-26,4493.058,Banque Centrale Européenne
2018-02-02,4491.151,Banque Centrale Européenne
2018-02-09,4493.672,Banque Centrale Européenne
2018-02-16,4504.781,Banque Centrale Européenne
2018-02-23,4511.54,Banque Centrale Européenne
2018-03-02,4519.36,Banque Centrale Européenne
2018-03-09,4530.083,Banque Centrale Européenne
2018-03-16,4532.642,Banque Centrale Européenne
2018-03-23,4539.072,Banque Centrale Européenne
2018-03-30,4529.579,Banque Centrale Européenne
2018-04-06,4531.497,Banque Centrale Européenne
2018-04-13,4548.153,Banque Centrale Européenne
2018-04-20,4543.973,Banque Centrale Européenne
2018-04-27,4554.344,Banque Centrale Européenne
2018-05-04,4552.564,Banque Centrale Européenne
2018-05-11,4562.061,Banque Centrale Européenne
2018-05-18,4561.577,Banque Centrale Européenne
2018-05-25,4562.651,Banque Centrale Européenne
2018-06-01,4567.744,Banque Centrale Européenne
2018-06-08,4577.214,Banque Centrale Européenne
2018-06-15,4578.465,Banque Centrale Européenne
2018-06-22,4585.571,Banque Centrale Européenne
2018-06-29,4592.518,Banque Centrale Européenne
2018-07-06,4591.235,Banque Centrale Européenne
2018-07-13,4599.857,Banque Centrale Européenne
2018-07-20,4605.004,Banque Centrale Européenne
2018-07-27,4612.006,Banque Centrale Européenne
2018-08-03,4602.258,Banque Centrale Européenne
2018-08-10,4608.108,Banque Centrale Européenne
2018-08-17,4614.032,Banque Centrale Européenne
2018-08-24,4619.437,Banque Centrale Européenne
2018-08-31,4621.355,Banque Centrale Européenne
2018-09-07,4633.963,Banque Centrale Européenne
2018-09-14,4638.843,Banque Centrale Européenne
2018-09-21,4645.821,Banque Centrale Européenne
2018-09-28,4619.792,Banque Centrale Européenne
2018-10-05,4625.045,Banque Centrale Européenne
2018-10-12,4632.893,Banque Centrale Européenne
2018-10-19,4628.278,Banque Centrale Européenne
2018-10-26,4624.792,Banque Centrale Européenne
2018-11-02,4622.163,Banque Centrale Européenne
2018-11-09,4626.222,Banque Centrale Européenne
2018-11-16,4638.303,Banque Centrale Européenne
2018-11-23,4646.891,Banque Centrale Européenne
2018-11-30,4660.299,Banque Centrale Européenne
2018-12-07,4662.985,Banque Centrale Européenne
2018-12-14,4668.116,Banque Centrale Européenne
2018-12-21,4674.919,Banque Centrale Européenne
2018-12-28,4669.003,Banque Centrale Européenne
2019-01-04,4694.301,Banque Centrale Européenne
2019-01-11,4703.402,Banque Centrale Européenne
2019-01-18,4705.948,Banque Centrale Européenne
2019-01-25,4708.899,Banque Centrale Européenne
2019-02-01,4695.505,Banque Centrale Européenne
2019-02-08,4696.466,Banque Centrale Européenne
2019-02-15,4702.787,Banque Centrale Européenne
2019-02-22,4692.062,Banque Centrale Européenne
2019-03-01,4686.299,Banque Centrale Européenne
2019-03-08,4691.325,Banque Centrale Européenne
2019-03-15,4680.588,Banque Centrale Européenne
2019-03-22,4676.984,Banque Centrale Européenne
2019-03-29,4695.785,Banque Centrale Européenne
2019-04-05,4699.60467061145,Banque Centrale Européenne
2019-04-12,4701.826,Banque Centrale Européenne
2019-04-19,4707.931,Banque Centrale Européenne
2019-04-26,4697.616,Banque Centrale Européenne
2019-05-03,4683.918,Banque Centrale Européenne
2019-05-10,4685.377,Banque Centrale Européenne
2019-05-17,4684.866,Banque Centrale Européenne
2019-05-24,4692.616,Banque Centrale Européenne
2019-05-31,4685.961,Banque Centrale Européenne
2019-06-07,4690.441,Banque Centrale Européenne
2019-06-14,4681.351,Banque Centrale Européenne
2019-06-21,4682.68,Banque Centrale Européenne
2019-06-28,4692.614,Banque Centrale Européenne
2019-07-05,4677.463,Banque Centrale Européenne
2019-07-12,4684.376,Banque Centrale Européenne
2019-07-19,4688.182,Banque Centrale Européenne
2019-07-26,4685.716,Banque Centrale Européenne
2019-08-02,4679.18,Banque Centrale Européenne
2019-08-09,4677.751,Banque Centrale Européenne
2019-08-16,4676.077,Banque Centrale Européenne
2019-08-23,4681.001,Banque Centrale Européenne
2019-08-30,4683.714,Banque Centrale Européenne
2019-09-06,4681.637,Banque Centrale Européenne
2019-09-13,4674.603,Banque Centrale Européenne
2019-09-20,4662.978,Banque Centrale Européenne
2019-09-27,4638.104,Banque Centrale Européenne
2019-10-04,4695.111,Banque Centrale Européenne
2019-10-11,4692.26,Banque Centrale Européenne
2019-10-18,4687.115,Banque Centrale Européenne
2019-10-25,4680.875,Banque Centrale Européenne
2019-11-01,4676.258,Banque Centrale Européenne
2019-11-08,4684.135,Banque Centrale Européenne
2019-11-15,4691.919,Banque Centrale Européenne
2019-11-22,4696.531,Banque Centrale Européenne
2019-11-29,4698.291,Banque Centrale Européenne
2019-12-06,4709.281,Banque Centrale Européenne
2019-12-13,4713.568,Banque Centrale Européenne
2019-12-20,4682.592,Banque Centrale Européenne
2019-12-27,4691.998,Banque Centrale Européenne
2020-01-03,4664.037,Banque Centrale Européenne
2020-01-10,4655.772,Banque Centrale Européenne
2020-01-17,4660.34,Banque Centrale Européenne
2020-01-24,4674.369,Banque Centrale Européenne
2020-01-31,4671.365,Banque Centrale Européenne
2020-02-07,4668.9,Banque Centrale Européenne
2020-02-14,4679.726,Banque Centrale Européenne
2020-02-21,4688.301,Banque Centrale Européenne
2020-02-28,4691.852,Banque Centrale Européenne
2020-03-06,4702.214,Banque Centrale Européenne
2020-03-13,4704.239,Banque Centrale Européenne
2020-03-20,4927.267,Banque Centrale Européenne
2020-03-27,5062.687,Banque Centrale Européenne
2020-04-03,5199.822,Banque Centrale Européenne
2020-04-10,5257.49,Banque Centrale Européenne
2020-04-17,5282.926,Banque Centrale Européenne
2020-04-24,5347.042,Banque Centrale Européenne
2020-05-01,5395.184,Banque Centrale Européenne
2020-05-08,5451.001,Banque Centrale Européenne
2020-05-15,5505.521,Banque Centrale Européenne
2020-05-22,5555.276,Banque Centrale Européenne
2020-05-29,5596.07,Banque Centrale Européenne
2020-06-05,5655.414,Banque Centrale Européenne
2020-06-12,5630.275,Banque Centrale Européenne
2020-06-19,5636.378,Banque Centrale Européenne
2020-06-26,6236.143,Banque Centrale Européenne
2020-07-03,6288.974,Banque Centrale Européenne
2020-07-10,6309.16,Banque Centrale Européenne
2020-07-17,6322.604,Banque Centrale Européenne
2020-07-24,6351.419,Banque Centrale Européenne
2020-07-31,6360.822,Banque Centrale Européenne
2020-08-07,6385.307,Banque Centrale Européenne
2020-08-14,6404.662,Banque Centrale Européenne
2020-08-21,6424.042,Banque Centrale Européenne
2020-08-28,6440.237,Banque Centrale Européenne
2020-09-04,6458.857,Banque Centrale Européenne
2020-09-11,6474.612,Banque Centrale Européenne
2020-09-18,6502.422,Banque Centrale Européenne
2020-09-25,6534.815,Banque Centrale Européenne
2020-10-02,6705.112,Banque Centrale Européenne
2020-10-09,6725.697,Banque Centrale Européenne
2020-10-16,6743.525,Banque Centrale Européenne
2020-10-23,6781.825,Banque Centrale Européenne
2020-10-30,6775.763,Banque Centrale Européenne
2020-11-06,6796.905,Banque Centrale Européenne
2020-11-13,6833.483,Banque Centrale Européenne
2020-11-20,6867.814,Banque Centrale Européenne
2020-11-27,6883.402,Banque Centrale Européenne
2020-12-04,6923.12,Banque Centrale Européenne
2020-12-11,6949.632,Banque Centrale Européenne
2020-12-18,7008.896,Banque Centrale Européenne
2020-12-25,7014.661,Banque Centrale Européenne
2021-01-01,6979.324,Banque Centrale Européenne
2021-01-08,6984.713,Banque Centrale Européenne
2021-01-15,7015.645,Banque Centrale Européenne
2021-01-22,7024.24,Banque Centrale Européenne
2021-01-29,7033.256,Banque Centrale Européenne
2021-02-05,7054.472,Banque Centrale Européenne
2021-02-12,7079.135,Banque Centrale Européenne
2021-02-19,7101.159,Banque Centrale Européenne
2021-02-26,7110.487,Banque Centrale Européenne
2021-03-05,7120.334,Banque Centrale Européenne
2021-03-12,7137.484,Banque Centrale Européenne
2021-03-19,7162.23,Banque Centrale Européenne
2021-03-26,7505.021,Banque Centrale Européenne
2021-04-02,7494.111,Banque Centrale Européenne
2021-04-09,7514.267,Banque Centrale Européenne
2021-04-16,7522.199,Banque Centrale Européenne
2021-04-23,7558.28,Banque Centrale Européenne
2021-04-30,7567.945,Banque Centrale Européenne
2021-05-07,7588.768,Banque Centrale Européenne
2021-05-14,7615.694,Banque Centrale Européenne
2021-05-21,7643.17,Banque Centrale Européenne
2021-05-28,7657.629,Banque Centrale Européenne
2021-06-04,7680.137,Banque Centrale Européenne
2021-06-11,7700.937,Banque Centrale Européenne
2021-06-18,7736.536,Banque Centrale Européenne
2021-06-25,7877.127,Banque Centrale Européenne
2021-07-02,7907.807,Banque Centrale Européenne
2021-07-09,7926.55,Banque Centrale Européenne
2021-07-16,7950.657,Banque Centrale Européenne
2021-07-23,7988.045,Banque Centrale Européenne
2021-07-30,7987.364,Banque Centrale Européenne
2021-08-06,8009.675539,Banque Centrale Européenne
2021-08-13,8036.014,Banque Centrale Européenne
2021-08-20,8052.776,Banque Centrale Européenne
2021-08-27,8191.312,Banque Centrale Européenne
2021-09-03,8207.534,Banque Centrale Européenne
2021-09-10,8222.733,Banque Centrale Européenne
2021-09-17,8244.572,Banque Centrale Européenne
2021-09-24,8273.207,Banque Centrale Européenne
2021-10-01,8289.148,Banque Centrale Européenne
2021-10-08,8314.285,Banque Centrale Européenne
2021-10-15,8336.713,Banque Centrale Européenne
2021-10-22,8368.278,Banque Centrale Européenne
2021-10-29,8366.071,Banque Centrale Européenne
2021-11-05,8382.672,Banque Centrale Européenne
2021-11-12,8414.393,Banque Centrale Européenne
2021-11-19,8442.311,Banque Centrale Européenne
2021-11-26,8456.991,Banque Centrale Européenne
2021-12-03,8469.908,Banque Centrale Européenne
2021-12-10,8496.633,Banque Centrale Européenne
2021-12-17,8511.461,Banque Centrale Européenne
2021-12-24,8512.308,Banque Centrale Européenne
2021-12-31,8566.372,Banque Centrale Européenne
2022-01-07,8573.28,Banque Centrale Européenne
2022-01-14,8593.991,Banque Centrale Européenne
2022-01-21,8600.346,Banque Centrale Européenne
2022-01-28,8622.576,Banque Centrale Européenne
2022-02-04,8630.101,Banque Centrale Européenne
2022-02-11,8651.801,Banque Centrale Européenne
2022-02-18,8667.911,Banque Centrale Européenne
2022-02-25,8671.293,Banque Centrale Européenne
2022-03-04,8672.977,Banque Centrale Européenne
2022-03-11,8686.99,Banque Centrale Européenne
2022-03-18,8700.036,Banque Centrale Européenne
2022-03-25,8710.615,Banque Centrale Européenne
2022-04-01,8753.992,Banque Centrale Européenne
2022-04-08,8763.72,Banque Centrale Européenne
2022-04-15,8787.905,Banque Centrale Européenne
2022-04-22,8790.918,Banque Centrale Européenne
2022-04-29,8783.589,Banque Centrale Européenne
2022-05-06,8796.118,Banque Centrale Européenne
2022-05-13,8810.309,Banque Centrale Européenne
2022-05-20,8814.019,Banque Centrale Européenne
2022-05-27,8813.834,Banque Centrale Européenne
2022-06-03,8817.918,Banque Centrale Européenne
2022-06-10,8820.944,Banque Centrale Européenne
2022-06-17,8827.944,Banque Centrale Européenne
2022-06-24,8835.987,Banque Centrale Européenne
2022-07-01,8788.761,Banque Centrale Européenne
2022-07-08,8774.413,Banque Centrale Européenne
2022-07-15,8765.687,Banque Centrale Européenne
2022-07-22,8768.286,Banque Centrale Européenne
2022-07-29,8764.48,Banque Centrale Européenne
2022-08-05,8745.981,Banque Centrale Européenne
2022-08-12,8747.798,Banque Centrale Européenne
2022-08-19,8750.679,Banque Centrale Européenne
2022-08-26,8750.036,Banque Centrale Européenne
2022-09-02,8756.825,Banque Centrale Européenne
2022-09-09,8759.12,Banque Centrale Européenne
2022-09-16,8756.881,Banque Centrale Européenne
2022-09-23,8777.369,Banque Centrale Européenne
2022-09-30,8810.111,Banque Centrale Européenne
2022-10-07,8771.976,Banque Centrale Européenne
2022-10-14,8778.072,Banque Centrale Européenne
2022-10-21,8774.759,Banque Centrale Européenne
2022-10-28,8770.67,Banque Centrale Européenne
2022-11-04,8761.655,Banque Centrale Européenne
2022-11-11,8764.662,Banque Centrale Européenne
2022-11-18,8769.062,Banque Centrale Européenne
2022-11-25,8471.442,Banque Centrale Européenne
2022-12-02,8470.941,Banque Centrale Européenne
2022-12-09,8480.172,Banque Centrale Européenne
2022-12-16,8477.232,Banque Centrale Européenne
2022-12-23,7985.527,Banque Centrale Européenne
2022-12-30,7955.797,Banque Centrale Européenne
2023-01-06,7968.035,Banque Centrale Européenne
2023-01-13,7972.052,Banque Centrale Européenne
2023-01-20,7959.18,Banque Centrale Européenne
2023-01-27,7893.991,Banque Centrale Européenne
2023-02-03,7875.365,Banque Centrale Européenne
2023-02-10,7872.208,Banque Centrale Européenne
2023-02-17,7873.582,Banque Centrale Européenne
2023-02-24,7839.385,Banque Centrale Européenne
2023-03-03,7830.796,Banque Centrale Européenne
2023-03-10,7829.368,Banque Centrale Européenne
2023-03-17,7831.859,Banque Centrale Européenne
2023-03-24,7835.921,Banque Centrale Européenne
2023-03-31,7729.612,Banque Centrale Européenne
2023-04-07,7729.251,Banque Centrale Européenne
2023-04-14,7730.924,Banque Centrale Européenne
2023-04-21,7714.222,Banque Centrale Européenne
2023-04-28,7719.816,Banque Centrale Européenne
2023-05-05,7716.913,Banque Centrale Européenne
2023-05-12,7728.51,Banque Centrale Européenne
2023-05-19,7730.118,Banque Centrale Européenne
2023-05-26,7713.658,Banque Centrale Européenne
2023-06-02,7712.715,Banque Centrale Européenne
2023-06-09,7714.391,Banque Centrale Européenne
2023-06-16,7709.739,Banque Centrale Européenne
2023-06-23,7710.607,Banque Centrale Européenne
2023-06-30,7219.695,Banque Centrale Européenne
2023-07-07,7206.902,Banque Centrale Européenne
2023-07-14,7205.494,Banque Centrale Européenne
2023-07-21,7186.888,Banque Centrale Européenne
2023-07-28,7189.296,Banque Centrale Européenne
2023-08-04,7164.56,Banque Centrale Européenne
2023-08-11,7166.516,Banque Centrale Européenne
2023-08-18,7153.069,Banque Centrale Européenne
2023-08-25,7154.855,Banque Centrale Européenne
2023-09-01,7168.248,Banque Centrale Européenne
2023-09-08,7153.078,Banque Centrale Européenne
2023-09-15,7135.734,Banque Centrale Européenne
2023-09-22,7141.982,Banque Centrale Européenne
2023-09-29,7066.454,Banque Centrale Européenne
2023-10-06,7057.055,Banque Centrale Européenne
2023-10-13,7056.7,Banque Centrale Européenne
2023-10-20,7037.999,Banque Centrale Européenne
2023-10-27,7019.671,Banque Centrale Européenne
2023-11-03,7001.618,Banque Centrale Européenne
2023-11-10,6998.866,Banque Centrale Européenne
2023-11-17,7001.073,Banque Centrale Européenne
2023-11-24,6995.799,Banque Centrale Européenne
2023-12-01,7002.047,Banque Centrale Européenne
2023-12-08,6993.472,Banque Centrale Européenne
2023-12-15,6987.406,Banque Centrale Européenne
2023-12-22,6899.165,Banque Centrale Européenne
2023-12-29,6935.489,Banque Centrale Européenne
2024-01-05,6919.847,Banque Centrale Européenne
2024-01-12,6923.651,Banque Centrale Européenne
2024-01-19,6889.268,Banque Centrale Européenne
2024-01-26,6887.588,Banque Centrale Européenne
2024-02-02,6865.402,Banque Centrale Européenne
2024-02-09,6861.417,Banque Centrale Européenne
2024-02-16,6842.684,Banque Centrale Européenne
2024-02-23,6830.94,Banque Centrale Européenne
2024-03-01,6819.969,Banque Centrale Européenne
2024-03-08,6813.189,Banque Centrale Européenne
2024-03-15,6815.594,Banque Centrale Européenne
2024-03-22,6809.96,Banque Centrale Européenne
2024-03-29,6619.689,Banque Centrale Européenne
2024-04-05,6585.349,Banque Centrale Européenne
2024-04-12,6596.669,Banque Centrale Européenne
2024-04-19,6593.161,Banque Centrale Européenne
2024-04-26,6598.86,Banque Centrale Européenne
2024-05-03,6582.07,Banque Centrale Européenne
2024-05-10,6580.954,Banque Centrale Européenne
2024-05-17,6562.429,Banque Centrale Européenne
2024-05-24,6577.697,Banque Centrale Européenne
2024-05-31,6560.665,Banque Centrale Européenne
2024-06-07,6541.633,Banque Centrale Européenne
2024-06-14,6534.521,Banque Centrale Européenne
2024-06-21,6536.817,Banque Centrale Européenne
2024-06-28,6522.003,Banque Centrale Européenne
2024-07-05,6497.699,Banque Centrale Européenne
2024-07-12,6494.463,Banque Centrale Européenne
2024-07-19,6478.323,Banque Centrale Européenne
2024-07-26,6475.497,Banque Centrale Européenne
2024-08-02,6468.687,Banque Centrale Européenne
2024-08-09,6462.215,Banque Centrale Européenne
2024-08-16,6449.231,Banque Centrale Européenne
2024-08-23,6459.136,Banque Centrale Européenne
2024-08-30,6473.096,Banque Centrale Européenne
2024-09-06,6456.6,Banque Centrale Européenne
2024-09-13,6442.517,Banque Centrale Européenne
2024-09-20,6428.492,Banque Centrale Européenne
2024-09-27,6398.397,Banque Centrale Européenne
2024-10-04,6438.772,Banque Centrale Européenne
2024-10-11,6441.605,Banque Centrale Européenne
2024-10-18,6429.11,Banque Centrale Européenne
2024-10-25,6414.443,Banque Centrale Européenne
2024-11-01,6404.234,Banque Centrale Européenne
2024-11-08,6392.99,Banque Centrale Européenne
2024-11-15,6382.997,Banque Centrale Européenne
2024-11-22,6385.076,Banque Centrale Européenne
2024-11-29,6372.76,Banque Centrale Européenne
2024-12-06,6351.987,Banque Centrale Européenne
2024-12-13,6353.201,Banque Centrale Européenne
2024-12-20,6344.802,Banque Centrale Européenne
2024-12-27,6357.247,Banque Centrale Européenne
2025-01-03,6412.636,Banque Centrale Européenne
2025-01-10,6407.186,Banque Centrale Européenne
2025-01-17,6403.368,Banque Centrale Européenne
2025-01-24,6408.074,Banque Centrale Européenne
2025-01-31,6393.68,Banque Centrale Européenne
2025-02-07,6371.003,Banque Centrale Européenne
2025-02-14,6368.862,Banque Centrale Européenne
2025-02-21,6349.598,Banque Centrale Européenne
2025-02-28,6319.531,Banque Centrale Européenne
2025-03-07,6287.78,Banque Centrale Européenne
2025-03-14,6274.495,Banque Centrale Européenne
2025-03-21,6274.268,Banque Centrale Européenne
2025-03-28,6246.998,Banque Centrale Européenne
2025-04-04,6338.174,Banque Centrale Européenne
2025-04-11,6329.821,Banque Centrale Européenne
2025-04-18,6329.339,Banque Centrale Européenne
2025-04-25,6329.947,Banque Centrale Européenne
2025-05-02,6313.602,Banque Centrale Européenne
2025-05-09,6301.244,Banque Centrale Européenne
2025-05-16,6291.674,Banque Centrale Européenne
2025-05-23,6293.998,Banque Centrale Européenne
2025-05-30,6274.536,Banque Centrale Européenne
2025-06-06,6243.216,Banque Centrale Européenne
2025-06-13,6237.173,Banque Centrale Européenne
2025-06-20,6241.546,Banque Centrale Européenne
2025-06-27,6232.169,Banque Centrale Européenne
2025-07-04,6141.314,Banque Centrale Européenne
2025-07-11,6137.098,Banque Centrale Européenne
2025-07-18,6118.884,Banque Centrale Européenne
2025-07-25,6121.778,Banque Centrale Européenne
2025-08-01,6108.888,Banque Centrale Européenne
2025-08-08,6100.485,Banque Centrale Européenne
